origin_lat,origin_lng,dest_lat,dest_lng,origin_city,dest_city,distance_km,free_flow_time_seconds,traffic_time_seconds,multiplier,hour,day_of_week,is_weekend,is_peak_hour,traffic_model,cluster_type,timestamp
10.3275,76.955,11.076,77.0003,"Coimbatore","Coimbatore",116.343,11639,12202,1.048,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.0667,76.95,"Coimbatore","Coimbatore",113.782,11466,11942,1.042,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.0175,76.9681,"Coimbatore","Coimbatore",108.206,10702,11293,1.055,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.4,79.7,"Coimbatore","Cuddalore",418.05,27895,28328,1.016,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.3003,76.9407,"Coimbatore","Coimbatore",141.078,13844,14522,1.049,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,10.5833,77.25,"Coimbatore","Tiruppur",81.79,8171,8549,1.046,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,10.6588,77.0031,"Coimbatore","Coimbatore",64.838,6796,7131,1.049,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.6833,79.2833,"Coimbatore","Kallakurichi",392.004,25676,26361,1.027,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,10.7333,77.5167,"Coimbatore","Tiruppur",67.035,4773,4560,0.955,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.7833,77.8,"Coimbatore","Salem",138.499,9293,8565,0.922,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.076,77.0003,"Coimbatore","Coimbatore",22.407,2847,2604,0.915,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.0667,76.95,"Coimbatore","Coimbatore",25.845,3264,3050,0.934,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.0175,76.9681,"Coimbatore","Coimbatore",19.677,2485,2297,0.924,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.4,79.7,"Coimbatore","Cuddalore",337.031,20979,20596,0.982,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.3003,76.9407,"Coimbatore","Coimbatore",54.221,4857,4540,0.935,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,10.5833,77.25,"Coimbatore","Tiruppur",72.551,5547,5327,0.96,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,10.6588,77.0031,"Coimbatore","Coimbatore",49.435,3968,3735,0.941,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.6833,79.2833,"Coimbatore","Kallakurichi",293.141,17123,16142,0.943,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,10.7333,77.5167,"Coimbatore","Tiruppur",85.908,6521,6164,0.945,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.7833,77.8,"Coimbatore","Salem",156.015,10678,9819,0.92,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.076,77.0003,"Coimbatore","Coimbatore",23.271,3027,2794,0.923,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.0667,76.95,"Coimbatore","Coimbatore",19.889,2691,2696,1.002,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.0175,76.9681,"Coimbatore","Coimbatore",17.485,2145,1965,0.916,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.4,79.7,"Coimbatore","Cuddalore",354.547,22364,21823,0.976,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.3003,76.9407,"Coimbatore","Coimbatore",47.184,5069,4977,0.982,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,10.5833,77.25,"Coimbatore","Tiruppur",59.915,4764,4469,0.938,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,10.6588,77.0031,"Coimbatore","Coimbatore",35.332,2952,2743,0.929,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.6833,79.2833,"Coimbatore","Kallakurichi",310.658,18507,17469,0.944,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,10.7333,77.5167,"Coimbatore","Tiruppur",81.339,6472,6023,0.931,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.7833,77.8,"Coimbatore","Salem",143.28,9740,8906,0.914,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.076,77.0003,"Coimbatore","Coimbatore",7.126,1148,1049,0.914,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.0667,76.95,"Coimbatore","Coimbatore",14.131,2092,1818,0.869,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.0175,76.9681,"Coimbatore","Coimbatore",9.328,1490,1387,0.931,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.4,79.7,"Coimbatore","Cuddalore",341.813,21427,20923,0.976,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.3003,76.9407,"Coimbatore","Coimbatore",37.669,4011,3817,0.952,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,10.5833,77.25,"Coimbatore","Tiruppur",75.784,6565,6091,0.928,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,10.6588,77.0031,"Coimbatore","Coimbatore",51.202,4753,4365,0.918,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.6833,79.2833,"Coimbatore","Kallakurichi",297.923,17570,16504,0.939,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,10.7333,77.5167,"Erode","Tiruppur",90.224,6888,6898,1.001,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.7833,77.8,"Erode","Salem",70.865,5388,5061,0.939,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.076,77.0003,"Erode","Coimbatore",82.674,6473,6114,0.945,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.0667,76.95,"Erode","Coimbatore",90.879,7147,6756,0.945,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.0175,76.9681,"Erode","Coimbatore",83.705,6239,5889,0.944,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.4,79.7,"Erode","Cuddalore",274.569,17324,17008,0.982,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.3003,76.9407,"Erode","Coimbatore",67.221,5725,5595,0.977,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,10.5833,77.25,"Erode","Tiruppur",111.883,8872,8581,0.967,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,10.6588,77.0031,"Erode","Coimbatore",118.052,8682,8441,0.972,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.6833,79.2833,"Erode","Kallakurichi",230.679,13468,12418,0.922,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,10.7333,77.5167,"Salem","Tiruppur",220.121,14284,13611,0.953,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.7833,77.8,"Salem","Salem",111.28,8632,8235,0.954,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.076,77.0003,"Salem","Coimbatore",217.804,14166,13784,0.973,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.0667,76.95,"Salem","Coimbatore",226.008,14841,14480,0.976,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.0175,76.9681,"Salem","Coimbatore",218.835,13932,13488,0.968,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.4,79.7,"Salem","Cuddalore",129.085,8807,8424,0.957,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.3003,76.9407,"Salem","Coimbatore",216.518,14679,14339,0.977,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,10.5833,77.25,"Salem","Tiruppur",280.085,16592,15947,0.961,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,10.6588,77.0031,"Salem","Coimbatore",253.181,16376,16111,0.984,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.6833,79.2833,"Salem","Kallakurichi",85.196,4950,4435,0.896,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,10.7333,77.5167,"Tiruppur","Tiruppur",63.427,5421,4990,0.92,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.7833,77.8,"Tiruppur","Salem",107.271,7244,6673,0.921,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.076,77.0003,"Tiruppur","Coimbatore",42.092,3678,3361,0.914,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.0667,76.95,"Tiruppur","Coimbatore",50.297,4353,3998,0.918,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.0175,76.9681,"Tiruppur","Coimbatore",43.123,3444,3118,0.905,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.4,79.7,"Tiruppur","Cuddalore",305.803,18930,18584,0.982,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.3003,76.9407,"Tiruppur","Coimbatore",40.244,3780,3358,0.888,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,10.5833,77.25,"Tiruppur","Tiruppur",72.369,6009,5803,0.966,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,10.6588,77.0031,"Tiruppur","Coimbatore",77.47,5888,5561,0.944,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.6833,79.2833,"Tiruppur","Kallakurichi",261.914,15074,13962,0.926,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,10.7333,77.5167,"Villupuram","Tiruppur",332.162,21696,21526,0.992,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,11.7833,77.8,"Villupuram","Salem",273.54,17487,16820,0.962,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,11.076,77.0003,"Villupuram","Coimbatore",380.063,23021,22719,0.987,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,11.0667,76.95,"Villupuram","Coimbatore",388.268,23696,23403,0.988,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,11.0175,76.9681,"Villupuram","Coimbatore",381.094,22787,22418,0.984,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,11.4,79.7,"Villupuram","Cuddalore",111.533,7623,7311,0.959,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,11.3003,76.9407,"Villupuram","Coimbatore",378.778,23534,23304,0.99,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,10.5833,77.25,"Villupuram","Tiruppur",387.779,22675,22280,0.983,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,10.6588,77.0031,"Villupuram","Coimbatore",417.473,24619,24195,0.983,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,11.6833,79.2833,"Villupuram","Kallakurichi",79.305,5255,4866,0.926,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5167,79.0333,10.7333,77.5167,"Cuddalore","Tiruppur",227.751,15886,15246,0.96,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5167,79.0333,11.7833,77.8,"Cuddalore","Salem",164.8,11455,10956,0.956,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5167,79.0333,11.076,77.0003,"Cuddalore","Coimbatore",271.323,16989,16687,0.982,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5167,79.0333,11.0667,76.95,"Cuddalore","Coimbatore",279.528,17663,17389,0.984,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5167,79.0333,11.0175,76.9681,"Cuddalore","Coimbatore",272.354,16755,16330,0.975,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5167,79.0333,11.4,79.7,"Cuddalore","Cuddalore",88.371,6515,6307,0.968,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5167,79.0333,11.3003,76.9407,"Cuddalore","Coimbatore",270.038,17501,17279,0.987,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5167,79.0333,10.5833,77.25,"Cuddalore","Tiruppur",283.367,16865,16238,0.963,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5167,79.0333,10.6588,77.0031,"Cuddalore","Coimbatore",313.062,18808,18274,0.972,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5167,79.0333,11.6833,79.2833,"Cuddalore","Kallakurichi",43.265,2736,2511,0.918,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.8833,78.9167,10.7333,77.5167,"Kallakurichi","Tiruppur",284.371,17868,17235,0.965,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.8833,78.9167,11.7833,77.8,"Kallakurichi","Salem",175.53,12216,11629,0.952,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.8833,78.9167,11.076,77.0003,"Kallakurichi","Coimbatore",282.053,17750,17368,0.978,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.8833,78.9167,11.0667,76.95,"Kallakurichi","Coimbatore",290.258,18425,18085,0.982,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.8833,78.9167,11.0175,76.9681,"Kallakurichi","Coimbatore",283.084,17517,17012,0.971,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.8833,78.9167,11.4,79.7,"Kallakurichi","Cuddalore",124.917,9088,8613,0.948,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.8833,78.9167,11.3003,76.9407,"Kallakurichi","Coimbatore",280.768,18263,17949,0.983,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.8833,78.9167,10.5833,77.25,"Kallakurichi","Tiruppur",344.335,20176,19640,0.973,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.8833,78.9167,10.6588,77.0031,"Kallakurichi","Coimbatore",317.43,19960,19742,0.989,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.8833,78.9167,11.6833,79.2833,"Kallakurichi","Kallakurichi",56.064,3979,3664,0.921,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.0142,77.0851,"Coimbatore","Coimbatore",113.299,10579,10806,1.021,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,10.9167,76.9667,"Coimbatore","Coimbatore",98.972,9383,9654,1.029,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.0305,77.0161,"Coimbatore","Coimbatore",115.133,11400,11651,1.022,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.45,77.4333,"Coimbatore","Erode",181.827,15160,15388,1.015,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.5947,78.5975,"Coimbatore","Salem",319.225,22903,22807,0.996,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.1936,77.2681,"Coimbatore","Tiruppur",141.234,12404,12556,1.012,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,12.2333,79.65,"Coimbatore","Villupuram",469.279,30346,31077,1.024,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.5167,79.0333,"Coimbatore","Cuddalore",365.635,24676,25349,1.027,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.3275,76.955,11.8833,78.9167,"Coimbatore","Kallakurichi",381.496,26355,26031,0.988,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,10.3275,76.955,"Coimbatore","Coimbatore",113.698,10788,10884,1.009,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,10.9167,76.9667,"Coimbatore","Coimbatore",22.532,2254,2177,0.966,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.0305,77.0161,"Coimbatore","Coimbatore",18.03,2337,2147,0.919,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.45,77.4333,"Coimbatore","Erode",73.604,5510,5188,0.942,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.5947,78.5975,"Coimbatore","Salem",211.002,13253,12318,0.929,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.1936,77.2681,"Coimbatore","Tiruppur",33.011,2754,2540,0.922,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,12.2333,79.65,"Coimbatore","Villupuram",370.48,21829,21172,0.97,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.5167,79.0333,"Coimbatore","Cuddalore",262.621,16048,15120,0.942,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0142,77.0851,11.8833,78.9167,"Coimbatore","Kallakurichi",273.274,16705,15795,0.946,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,10.3275,76.955,"Coimbatore","Coimbatore",99.596,9772,9941,1.017,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.0142,77.0851,"Coimbatore","Coimbatore",22.593,2313,2162,0.935,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.0305,77.0161,"Coimbatore","Coimbatore",21.077,2664,2484,0.932,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.45,77.4333,"Coimbatore","Erode",91.12,6894,6433,0.933,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.5947,78.5975,"Coimbatore","Salem",228.518,14637,13649,0.932,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.1936,77.2681,"Coimbatore","Tiruppur",50.527,4138,3774,0.912,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,12.2333,79.65,"Coimbatore","Villupuram",387.996,23214,22545,0.971,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.5167,79.0333,"Coimbatore","Cuddalore",280.138,17433,16486,0.946,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
10.9167,76.9667,11.8833,78.9167,"Coimbatore","Kallakurichi",290.79,18089,17128,0.947,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,10.3275,76.955,"Coimbatore","Coimbatore",115.465,11573,11451,0.989,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.0142,77.0851,"Coimbatore","Coimbatore",17.247,2326,2244,0.965,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,10.9167,76.9667,"Coimbatore","Coimbatore",21.18,2648,2408,0.909,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.45,77.4333,"Coimbatore","Erode",78.385,5957,5522,0.927,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.5947,78.5975,"Coimbatore","Salem",215.784,13700,12675,0.925,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.1936,77.2681,"Coimbatore","Tiruppur",37.793,3201,2870,0.897,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,12.2333,79.65,"Coimbatore","Villupuram",375.261,22277,21599,0.97,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.5167,79.0333,"Coimbatore","Cuddalore",267.403,16495,15493,0.939,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.0305,77.0161,11.8833,78.9167,"Coimbatore","Kallakurichi",278.055,17152,16156,0.942,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,10.3275,76.955,"Erode","Coimbatore",182.315,15502,15359,0.991,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.0142,77.0851,"Erode","Coimbatore",73.611,5586,5395,0.966,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,10.9167,76.9667,"Erode","Coimbatore",91.132,6954,6826,0.982,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.0305,77.0161,"Erode","Coimbatore",78.297,5964,5671,0.951,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.5947,78.5975,"Erode","Salem",148.54,9598,8773,0.914,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.1936,77.2681,"Erode","Tiruppur",41.816,3506,3393,0.968,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,12.2333,79.65,"Erode","Villupuram",308.018,18174,17424,0.959,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.5167,79.0333,"Erode","Cuddalore",200.159,12393,11499,0.928,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.45,77.4333,11.8833,78.9167,"Erode","Kallakurichi",210.811,13050,12140,0.93,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,10.3275,76.955,"Salem","Coimbatore",317.444,23196,23135,0.997,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.0142,77.0851,"Salem","Coimbatore",208.74,13280,12859,0.968,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,10.9167,76.9667,"Salem","Coimbatore",226.261,14647,14328,0.978,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.0305,77.0161,"Salem","Coimbatore",213.426,13657,13291,0.973,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.45,77.4333,"Salem","Erode",146.382,9484,8973,0.946,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.1936,77.2681,"Salem","Tiruppur",177.61,11178,10824,0.968,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,12.2333,79.65,"Salem","Villupuram",162.534,9656,8905,0.922,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.5167,79.0333,"Salem","Cuddalore",54.675,3875,3708,0.957,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.5947,78.5975,11.8833,78.9167,"Salem","Kallakurichi",65.328,4532,4176,0.921,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,10.3275,76.955,"Tiruppur","Coimbatore",141.733,12708,12595,0.991,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.0142,77.0851,"Tiruppur","Coimbatore",33.029,2792,2621,0.939,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,10.9167,76.9667,"Tiruppur","Coimbatore",50.55,4159,3988,0.959,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.0305,77.0161,"Tiruppur","Coimbatore",37.715,3169,2905,0.917,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.45,77.4333,"Tiruppur","Erode",42.376,3461,3293,0.951,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.5947,78.5975,"Tiruppur","Salem",179.774,11204,10256,0.915,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,12.2333,79.65,"Tiruppur","Villupuram",339.252,19780,19025,0.962,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.5167,79.0333,"Tiruppur","Cuddalore",231.394,13999,13002,0.929,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
11.1936,77.2681,11.8833,78.9167,"Tiruppur","Kallakurichi",242.046,14656,13666,0.932,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,10.3275,76.955,"Villupuram","Coimbatore",470.183,30698,30263,0.986,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
12.2333,79.65,11.0142,77.0851,"Villupuram","Coimbatore",371,22135,21702,0.98,14,0,1,0,best_guess,"East-West Highways",2026-03-01T09:00:00.138Z
